レコード種別,親項目名,親項目インデックス,子項目名,子項目インデックス,位置,長さ
H6,三連単票数,4569,票数,,95984,11
H6,三連単票数,4569,人気順,,95995,4
H6,三連単票数,4570,組番,,95999,6
H6,三連単票数,4570,票数,,96005,11
H6,三連単票数,4570,人気順,,96016,4
H6,三連単票数,4571,組番,,96020,6
H6,三連単票数,4571,票数,,96026,11
H6,三連単票数,4571,人気順,,96037,4
H6,三連単票数,4572,組番,,96041,6
H6,三連単票数,4572,票数,,96047,11
H6,三連単票数,4572,人気順,,96058,4
H6,三連単票数,4573,組番,,96062,6
H6,三連単票数,4573,票数,,96068,11
H6,三連単票数,4573,人気順,,96079,4
H6,三連単票数,4574,組番,,96083,6
H6,三連単票数,4574,票数,,96089,11
H6,三連単票数,4574,人気順,,96100,4
H6,三連単票数,4575,組番,,96104,6
H6,三連単票数,4575,票数,,96110,11
H6,三連単票数,4575,人気順,,96121,4
H6,三連単票数,4576,組番,,96125,6
H6,三連単票数,4576,票数,,96131,11
H6,三連単票数,4576,人気順,,96142,4
H6,三連単票数,4577,組番,,96146,6
H6,三連単票数,4577,票数,,96152,11
H6,三連単票数,4577,人気順,,96163,4
H6,三連単票数,4578,組番,,96167,6
H6,三連単票数,4578,票数,,96173,11
H6,三連単票数,4578,人気順,,96184,4
H6,三連単票数,4579,組番,,96188,6
H6,三連単票数,4579,票数,,96194,11
H6,三連単票数,4579,人気順,,96205,4
H6,三連単票数,4580,組番,,96209,6
H6,三連単票数,4580,票数,,96215,11
H6,三連単票数,4580,人気順,,96226,4
H6,三連単票数,4581,組番,,96230,6
H6,三連単票数,4581,票数,,96236,11
H6,三連単票数,4581,人気順,,96247,4
H6,三連単票数,4582,組番,,96251,6
H6,三連単票数,4582,票数,,96257,11
H6,三連単票数,4582,人気順,,96268,4
H6,三連単票数,4583,組番,,96272,6
H6,三連単票数,4583,票数,,96278,11
H6,三連単票数,4583,人気順,,96289,4
H6,三連単票数,4584,組番,,96293,6
H6,三連単票数,4584,票数,,96299,11
H6,三連単票数,4584,人気順,,96310,4
H6,三連単票数,4585,組番,,96314,6
H6,三連単票数,4585,票数,,96320,11
H6,三連単票数,4585,人気順,,96331,4
H6,三連単票数,4586,組番,,96335,6
H6,三連単票数,4586,票数,,96341,11
H6,三連単票数,4586,人気順,,96352,4
H6,三連単票数,4587,組番,,96356,6
H6,三連単票数,4587,票数,,96362,11
H6,三連単票数,4587,人気順,,96373,4
H6,三連単票数,4588,組番,,96377,6
H6,三連単票数,4588,票数,,96383,11
H6,三連単票数,4588,人気順,,96394,4
H6,三連単票数,4589,組番,,96398,6
H6,三連単票数,4589,票数,,96404,11
H6,三連単票数,4589,人気順,,96415,4
H6,三連単票数,4590,組番,,96419,6
H6,三連単票数,4590,票数,,96425,11
H6,三連単票数,4590,人気順,,96436,4
H6,三連単票数,4591,組番,,96440,6
H6,三連単票数,4591,票数,,96446,11
H6,三連単票数,4591,人気順,,96457,4
H6,三連単票数,4592,組番,,96461,6
H6,三連単票数,4592,票数,,96467,11
H6,三連単票数,4592,人気順,,96478,4
H6,三連単票数,4593,組番,,96482,6
H6,三連単票数,4593,票数,,96488,11
H6,三連単票数,4593,人気順,,96499,4
H6,三連単票数,4594,組番,,96503,6
H6,三連単票数,4594,票数,,96509,11
H6,三連単票数,4594,人気順,,96520,4
H6,三連単票数,4595,組番,,96524,6
H6,三連単票数,4595,票数,,96530,11
H6,三連単票数,4595,人気順,,96541,4
H6,三連単票数,4596,組番,,96545,6
H6,三連単票数,4596,票数,,96551,11
H6,三連単票数,4596,人気順,,96562,4
H6,三連単票数,4597,組番,,96566,6
H6,三連単票数,4597,票数,,96572,11
H6,三連単票数,4597,人気順,,96583,4
H6,三連単票数,4598,組番,,96587,6
H6,三連単票数,4598,票数,,96593,11
H6,三連単票数,4598,人気順,,96604,4
H6,三連単票数,4599,組番,,96608,6
H6,三連単票数,4599,票数,,96614,11
H6,三連単票数,4599,人気順,,96625,4
H6,三連単票数,4600,組番,,96629,6
H6,三連単票数,4600,票数,,96635,11
H6,三連単票数,4600,人気順,,96646,4
H6,三連単票数,4601,組番,,96650,6
H6,三連単票数,4601,票数,,96656,11
H6,三連単票数,4601,人気順,,96667,4
H6,三連単票数,4602,組番,,96671,6
H6,三連単票数,4602,票数,,96677,11
H6,三連単票数,4602,人気順,,96688,4
H6,三連単票数,4603,組番,,96692,6
H6,三連単票数,4603,票数,,96698,11
H6,三連単票数,4603,人気順,,96709,4
H6,三連単票数,4604,組番,,96713,6
H6,三連単票数,4604,票数,,96719,11
H6,三連単票数,4604,人気順,,96730,4
H6,三連単票数,4605,組番,,96734,6
H6,三連単票数,4605,票数,,96740,11
H6,三連単票数,4605,人気順,,96751,4
H6,三連単票数,4606,組番,,96755,6
H6,三連単票数,4606,票数,,96761,11
H6,三連単票数,4606,人気順,,96772,4
H6,三連単票数,4607,組番,,96776,6
H6,三連単票数,4607,票数,,96782,11
H6,三連単票数,4607,人気順,,96793,4
H6,三連単票数,4608,組番,,96797,6
H6,三連単票数,4608,票数,,96803,11
H6,三連単票数,4608,人気順,,96814,4
H6,三連単票数,4609,組番,,96818,6
H6,三連単票数,4609,票数,,96824,11
H6,三連単票数,4609,人気順,,96835,4
H6,三連単票数,4610,組番,,96839,6
H6,三連単票数,4610,票数,,96845,11
H6,三連単票数,4610,人気順,,96856,4
H6,三連単票数,4611,組番,,96860,6
H6,三連単票数,4611,票数,,96866,11
H6,三連単票数,4611,人気順,,96877,4
H6,三連単票数,4612,組番,,96881,6
H6,三連単票数,4612,票数,,96887,11
H6,三連単票数,4612,人気順,,96898,4
H6,三連単票数,4613,組番,,96902,6
H6,三連単票数,4613,票数,,96908,11
H6,三連単票数,4613,人気順,,96919,4
H6,三連単票数,4614,組番,,96923,6
H6,三連単票数,4614,票数,,96929,11
H6,三連単票数,4614,人気順,,96940,4
H6,三連単票数,4615,組番,,96944,6
H6,三連単票数,4615,票数,,96950,11
H6,三連単票数,4615,人気順,,96961,4
H6,三連単票数,4616,組番,,96965,6
H6,三連単票数,4616,票数,,96971,11
H6,三連単票数,4616,人気順,,96982,4
H6,三連単票数,4617,組番,,96986,6
H6,三連単票数,4617,票数,,96992,11
H6,三連単票数,4617,人気順,,97003,4
H6,三連単票数,4618,組番,,97007,6
H6,三連単票数,4618,票数,,97013,11
H6,三連単票数,4618,人気順,,97024,4
H6,三連単票数,4619,組番,,97028,6
H6,三連単票数,4619,票数,,97034,11
H6,三連単票数,4619,人気順,,97045,4
H6,三連単票数,4620,組番,,97049,6
H6,三連単票数,4620,票数,,97055,11
H6,三連単票数,4620,人気順,,97066,4
H6,三連単票数,4621,組番,,97070,6
H6,三連単票数,4621,票数,,97076,11
H6,三連単票数,4621,人気順,,97087,4
H6,三連単票数,4622,組番,,97091,6
H6,三連単票数,4622,票数,,97097,11
H6,三連単票数,4622,人気順,,97108,4
H6,三連単票数,4623,組番,,97112,6
H6,三連単票数,4623,票数,,97118,11
H6,三連単票数,4623,人気順,,97129,4
H6,三連単票数,4624,組番,,97133,6
H6,三連単票数,4624,票数,,97139,11
H6,三連単票数,4624,人気順,,97150,4
H6,三連単票数,4625,組番,,97154,6
H6,三連単票数,4625,票数,,97160,11
H6,三連単票数,4625,人気順,,97171,4
H6,三連単票数,4626,組番,,97175,6
H6,三連単票数,4626,票数,,97181,11
H6,三連単票数,4626,人気順,,97192,4
H6,三連単票数,4627,組番,,97196,6
H6,三連単票数,4627,票数,,97202,11
H6,三連単票数,4627,人気順,,97213,4
H6,三連単票数,4628,組番,,97217,6
H6,三連単票数,4628,票数,,97223,11
H6,三連単票数,4628,人気順,,97234,4
H6,三連単票数,4629,組番,,97238,6
H6,三連単票数,4629,票数,,97244,11
H6,三連単票数,4629,人気順,,97255,4
H6,三連単票数,4630,組番,,97259,6
H6,三連単票数,4630,票数,,97265,11
H6,三連単票数,4630,人気順,,97276,4
H6,三連単票数,4631,組番,,97280,6
H6,三連単票数,4631,票数,,97286,11
H6,三連単票数,4631,人気順,,97297,4
H6,三連単票数,4632,組番,,97301,6
H6,三連単票数,4632,票数,,97307,11
H6,三連単票数,4632,人気順,,97318,4
H6,三連単票数,4633,組番,,97322,6
H6,三連単票数,4633,票数,,97328,11
H6,三連単票数,4633,人気順,,97339,4
H6,三連単票数,4634,組番,,97343,6
H6,三連単票数,4634,票数,,97349,11
H6,三連単票数,4634,人気順,,97360,4
H6,三連単票数,4635,組番,,97364,6
H6,三連単票数,4635,票数,,97370,11
H6,三連単票数,4635,人気順,,97381,4
H6,三連単票数,4636,組番,,97385,6
H6,三連単票数,4636,票数,,97391,11
H6,三連単票数,4636,人気順,,97402,4
H6,三連単票数,4637,組番,,97406,6
H6,三連単票数,4637,票数,,97412,11
H6,三連単票数,4637,人気順,,97423,4
H6,三連単票数,4638,組番,,97427,6
H6,三連単票数,4638,票数,,97433,11
H6,三連単票数,4638,人気順,,97444,4
H6,三連単票数,4639,組番,,97448,6
H6,三連単票数,4639,票数,,97454,11
H6,三連単票数,4639,人気順,,97465,4
H6,三連単票数,4640,組番,,97469,6
H6,三連単票数,4640,票数,,97475,11
H6,三連単票数,4640,人気順,,97486,4
H6,三連単票数,4641,組番,,97490,6
H6,三連単票数,4641,票数,,97496,11
H6,三連単票数,4641,人気順,,97507,4
H6,三連単票数,4642,組番,,97511,6
H6,三連単票数,4642,票数,,97517,11
H6,三連単票数,4642,人気順,,97528,4
H6,三連単票数,4643,組番,,97532,6
H6,三連単票数,4643,票数,,97538,11
H6,三連単票数,4643,人気順,,97549,4
H6,三連単票数,4644,組番,,97553,6
H6,三連単票数,4644,票数,,97559,11
H6,三連単票数,4644,人気順,,97570,4
H6,三連単票数,4645,組番,,97574,6
H6,三連単票数,4645,票数,,97580,11
H6,三連単票数,4645,人気順,,97591,4
H6,三連単票数,4646,組番,,97595,6
H6,三連単票数,4646,票数,,97601,11
H6,三連単票数,4646,人気順,,97612,4
H6,三連単票数,4647,組番,,97616,6
H6,三連単票数,4647,票数,,97622,11
H6,三連単票数,4647,人気順,,97633,4
H6,三連単票数,4648,組番,,97637,6
H6,三連単票数,4648,票数,,97643,11
H6,三連単票数,4648,人気順,,97654,4
H6,三連単票数,4649,組番,,97658,6
H6,三連単票数,4649,票数,,97664,11
H6,三連単票数,4649,人気順,,97675,4
H6,三連単票数,4650,組番,,97679,6
H6,三連単票数,4650,票数,,97685,11
H6,三連単票数,4650,人気順,,97696,4
H6,三連単票数,4651,組番,,97700,6
H6,三連単票数,4651,票数,,97706,11
H6,三連単票数,4651,人気順,,97717,4
H6,三連単票数,4652,組番,,97721,6
H6,三連単票数,4652,票数,,97727,11
H6,三連単票数,4652,人気順,,97738,4
H6,三連単票数,4653,組番,,97742,6
H6,三連単票数,4653,票数,,97748,11
H6,三連単票数,4653,人気順,,97759,4
H6,三連単票数,4654,組番,,97763,6
H6,三連単票数,4654,票数,,97769,11
H6,三連単票数,4654,人気順,,97780,4
H6,三連単票数,4655,組番,,97784,6
H6,三連単票数,4655,票数,,97790,11
H6,三連単票数,4655,人気順,,97801,4
H6,三連単票数,4656,組番,,97805,6
H6,三連単票数,4656,票数,,97811,11
H6,三連単票数,4656,人気順,,97822,4
H6,三連単票数,4657,組番,,97826,6
H6,三連単票数,4657,票数,,97832,11
H6,三連単票数,4657,人気順,,97843,4
H6,三連単票数,4658,組番,,97847,6
H6,三連単票数,4658,票数,,97853,11
H6,三連単票数,4658,人気順,,97864,4
H6,三連単票数,4659,組番,,97868,6
H6,三連単票数,4659,票数,,97874,11
H6,三連単票数,4659,人気順,,97885,4
H6,三連単票数,4660,組番,,97889,6
H6,三連単票数,4660,票数,,97895,11
H6,三連単票数,4660,人気順,,97906,4
H6,三連単票数,4661,組番,,97910,6
H6,三連単票数,4661,票数,,97916,11
H6,三連単票数,4661,人気順,,97927,4
H6,三連単票数,4662,組番,,97931,6
H6,三連単票数,4662,票数,,97937,11
H6,三連単票数,4662,人気順,,97948,4
H6,三連単票数,4663,組番,,97952,6
H6,三連単票数,4663,票数,,97958,11
H6,三連単票数,4663,人気順,,97969,4
H6,三連単票数,4664,組番,,97973,6
H6,三連単票数,4664,票数,,97979,11
H6,三連単票数,4664,人気順,,97990,4
H6,三連単票数,4665,組番,,97994,6
H6,三連単票数,4665,票数,,98000,11
H6,三連単票数,4665,人気順,,98011,4
H6,三連単票数,4666,組番,,98015,6
H6,三連単票数,4666,票数,,98021,11
H6,三連単票数,4666,人気順,,98032,4
H6,三連単票数,4667,組番,,98036,6
H6,三連単票数,4667,票数,,98042,11
H6,三連単票数,4667,人気順,,98053,4
H6,三連単票数,4668,組番,,98057,6
H6,三連単票数,4668,票数,,98063,11
H6,三連単票数,4668,人気順,,98074,4
H6,三連単票数,4669,組番,,98078,6
H6,三連単票数,4669,票数,,98084,11
H6,三連単票数,4669,人気順,,98095,4
H6,三連単票数,4670,組番,,98099,6
H6,三連単票数,4670,票数,,98105,11
H6,三連単票数,4670,人気順,,98116,4
H6,三連単票数,4671,組番,,98120,6
H6,三連単票数,4671,票数,,98126,11
H6,三連単票数,4671,人気順,,98137,4
H6,三連単票数,4672,組番,,98141,6
H6,三連単票数,4672,票数,,98147,11
H6,三連単票数,4672,人気順,,98158,4
H6,三連単票数,4673,組番,,98162,6
H6,三連単票数,4673,票数,,98168,11
H6,三連単票数,4673,人気順,,98179,4
H6,三連単票数,4674,組番,,98183,6
H6,三連単票数,4674,票数,,98189,11
H6,三連単票数,4674,人気順,,98200,4
H6,三連単票数,4675,組番,,98204,6
H6,三連単票数,4675,票数,,98210,11
H6,三連単票数,4675,人気順,,98221,4
H6,三連単票数,4676,組番,,98225,6
H6,三連単票数,4676,票数,,98231,11
H6,三連単票数,4676,人気順,,98242,4
H6,三連単票数,4677,組番,,98246,6
H6,三連単票数,4677,票数,,98252,11
H6,三連単票数,4677,人気順,,98263,4
H6,三連単票数,4678,組番,,98267,6
H6,三連単票数,4678,票数,,98273,11
H6,三連単票数,4678,人気順,,98284,4
H6,三連単票数,4679,組番,,98288,6
H6,三連単票数,4679,票数,,98294,11
H6,三連単票数,4679,人気順,,98305,4
H6,三連単票数,4680,組番,,98309,6
H6,三連単票数,4680,票数,,98315,11
H6,三連単票数,4680,人気順,,98326,4
H6,三連単票数,4681,組番,,98330,6
H6,三連単票数,4681,票数,,98336,11
H6,三連単票数,4681,人気順,,98347,4
H6,三連単票数,4682,組番,,98351,6
H6,三連単票数,4682,票数,,98357,11
H6,三連単票数,4682,人気順,,98368,4
H6,三連単票数,4683,組番,,98372,6
H6,三連単票数,4683,票数,,98378,11
H6,三連単票数,4683,人気順,,98389,4
H6,三連単票数,4684,組番,,98393,6
H6,三連単票数,4684,票数,,98399,11
H6,三連単票数,4684,人気順,,98410,4
H6,三連単票数,4685,組番,,98414,6
H6,三連単票数,4685,票数,,98420,11
H6,三連単票数,4685,人気順,,98431,4
H6,三連単票数,4686,組番,,98435,6
H6,三連単票数,4686,票数,,98441,11
H6,三連単票数,4686,人気順,,98452,4
H6,三連単票数,4687,組番,,98456,6
H6,三連単票数,4687,票数,,98462,11
H6,三連単票数,4687,人気順,,98473,4
H6,三連単票数,4688,組番,,98477,6
H6,三連単票数,4688,票数,,98483,11
H6,三連単票数,4688,人気順,,98494,4
H6,三連単票数,4689,組番,,98498,6
H6,三連単票数,4689,票数,,98504,11
H6,三連単票数,4689,人気順,,98515,4
H6,三連単票数,4690,組番,,98519,6
H6,三連単票数,4690,票数,,98525,11
H6,三連単票数,4690,人気順,,98536,4
H6,三連単票数,4691,組番,,98540,6
H6,三連単票数,4691,票数,,98546,11
H6,三連単票数,4691,人気順,,98557,4
H6,三連単票数,4692,組番,,98561,6
H6,三連単票数,4692,票数,,98567,11
H6,三連単票数,4692,人気順,,98578,4
H6,三連単票数,4693,組番,,98582,6
H6,三連単票数,4693,票数,,98588,11
H6,三連単票数,4693,人気順,,98599,4
H6,三連単票数,4694,組番,,98603,6
H6,三連単票数,4694,票数,,98609,11
H6,三連単票数,4694,人気順,,98620,4
H6,三連単票数,4695,組番,,98624,6
H6,三連単票数,4695,票数,,98630,11
H6,三連単票数,4695,人気順,,98641,4
H6,三連単票数,4696,組番,,98645,6
H6,三連単票数,4696,票数,,98651,11
H6,三連単票数,4696,人気順,,98662,4
H6,三連単票数,4697,組番,,98666,6
H6,三連単票数,4697,票数,,98672,11
H6,三連単票数,4697,人気順,,98683,4
H6,三連単票数,4698,組番,,98687,6
H6,三連単票数,4698,票数,,98693,11
H6,三連単票数,4698,人気順,,98704,4
H6,三連単票数,4699,組番,,98708,6
H6,三連単票数,4699,票数,,98714,11
H6,三連単票数,4699,人気順,,98725,4
H6,三連単票数,4700,組番,,98729,6
H6,三連単票数,4700,票数,,98735,11
H6,三連単票数,4700,人気順,,98746,4
H6,三連単票数,4701,組番,,98750,6
H6,三連単票数,4701,票数,,98756,11
H6,三連単票数,4701,人気順,,98767,4
H6,三連単票数,4702,組番,,98771,6
H6,三連単票数,4702,票数,,98777,11
H6,三連単票数,4702,人気順,,98788,4
H6,三連単票数,4703,組番,,98792,6
H6,三連単票数,4703,票数,,98798,11
H6,三連単票数,4703,人気順,,98809,4
H6,三連単票数,4704,組番,,98813,6
H6,三連単票数,4704,票数,,98819,11
H6,三連単票数,4704,人気順,,98830,4
H6,三連単票数,4705,組番,,98834,6
H6,三連単票数,4705,票数,,98840,11
H6,三連単票数,4705,人気順,,98851,4
H6,三連単票数,4706,組番,,98855,6
H6,三連単票数,4706,票数,,98861,11
H6,三連単票数,4706,人気順,,98872,4
H6,三連単票数,4707,組番,,98876,6
H6,三連単票数,4707,票数,,98882,11
H6,三連単票数,4707,人気順,,98893,4
H6,三連単票数,4708,組番,,98897,6
H6,三連単票数,4708,票数,,98903,11
H6,三連単票数,4708,人気順,,98914,4
H6,三連単票数,4709,組番,,98918,6
H6,三連単票数,4709,票数,,98924,11
H6,三連単票数,4709,人気順,,98935,4
H6,三連単票数,4710,組番,,98939,6
H6,三連単票数,4710,票数,,98945,11
H6,三連単票数,4710,人気順,,98956,4
H6,三連単票数,4711,組番,,98960,6
H6,三連単票数,4711,票数,,98966,11
H6,三連単票数,4711,人気順,,98977,4
H6,三連単票数,4712,組番,,98981,6
H6,三連単票数,4712,票数,,98987,11
H6,三連単票数,4712,人気順,,98998,4
H6,三連単票数,4713,組番,,99002,6
H6,三連単票数,4713,票数,,99008,11
H6,三連単票数,4713,人気順,,99019,4
H6,三連単票数,4714,組番,,99023,6
